,Seed,team1,team2,team1_win,Season,win_loss_pct_x,srs_x,pace_x,off_rtg_x,fta_per_fga_pct_x,fg3a_per_fga_pct_x,ts_pct_x,trb_pct_x,ast_pct_x,stl_pct_x,blk_pct_x,efg_pct_x,tov_pct_x,orb_pct_x,ft_rate_x,win_loss_pct_y,srs_y,pace_y,off_rtg_y,fta_per_fga_pct_y,fg3a_per_fga_pct_y,ts_pct_y,trb_pct_y,ast_pct_y,stl_pct_y,blk_pct_y,efg_pct_y,tov_pct_y,orb_pct_y,ft_rate_y
423,15,Cleveland State,Houston,0,2021,0.478,5.94,68.0,98.3,0.307,0.402,0.535,48.9,52.6,10.0,9.8,0.501,19.0,28.2,0.223,0.875,21.66,66.1,115.1,0.303,0.42,0.542,56.2,52.2,12.1,14.7,0.51,13.2,39.4,0.222
424,8,Loyola (IL),Illinois,1,2021,,,,,,,,,,,,,,,,0.774,23.25,71.2,111.7,0.379,0.299,0.582,56.8,55.7,7.9,6.9,0.556,15.8,32.0,0.262
425,1,Illinois,Loyola (IL),0,2021,0.774,23.25,71.2,111.7,0.379,0.299,0.582,56.8,55.7,7.9,6.9,0.556,15.8,32.0,0.262,,,,,,,,,,,,,,,
426,12,Oregon State,Oklahoma State,1,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,4,Oklahoma State,Oregon State,0,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,11,Syracuse,West Virginia,1,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,3,West Virginia,Syracuse,0,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,2,Houston,Rutgers,1,2021,0.875,21.66,66.1,115.1,0.303,0.42,0.542,56.2,52.2,12.1,14.7,0.51,13.2,39.4,0.222,0.556,-0.65,66.6,104.3,0.336,0.362,0.545,54.9,43.2,5.8,7.1,0.504,16.4,28.7,0.256
431,10,Rutgers,Houston,0,2021,0.556,-0.65,66.6,104.3,0.336,0.362,0.545,54.9,43.2,5.8,7.1,0.504,16.4,28.7,0.256,0.875,21.66,66.1,115.1,0.303,0.42,0.542,56.2,52.2,12.1,14.7,0.51,13.2,39.4,0.222
432,12,Oregon State,Loyola (IL),1,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,8,Loyola (IL),Oregon State,0,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434,2,Houston,Syracuse,1,2021,0.875,21.66,66.1,115.1,0.303,0.42,0.542,56.2,52.2,12.1,14.7,0.51,13.2,39.4,0.222,,,,,,,,,,,,,,,
435,11,Syracuse,Houston,0,2021,,,,,,,,,,,,,,,,0.875,21.66,66.1,115.1,0.303,0.42,0.542,56.2,52.2,12.1,14.7,0.51,13.2,39.4,0.222
436,2,Houston,Oregon State,1,2021,0.875,21.66,66.1,115.1,0.303,0.42,0.542,56.2,52.2,12.1,14.7,0.51,13.2,39.4,0.222,,,,,,,,,,,,,,,
437,12,Oregon State,Houston,0,2021,,,,,,,,,,,,,,,,0.875,21.66,66.1,115.1,0.303,0.42,0.542,56.2,52.2,12.1,14.7,0.51,13.2,39.4,0.222
438,1,Baylor,Hartford,1,2021,0.933,24.83,69.6,118.6,0.265,0.384,0.586,53.2,55.3,12.7,10.3,0.565,14.0,36.4,0.188,0.667,11.76,68.7,109.2,0.298,0.31,0.544,56.4,63.0,10.7,10.0,0.516,15.0,35.6,0.21
439,16,Hartford,Baylor,0,2021,0.667,11.76,68.7,109.2,0.298,0.31,0.544,56.4,63.0,10.7,10.0,0.516,15.0,35.6,0.21,0.933,24.83,69.6,118.6,0.265,0.384,0.586,53.2,55.3,12.7,10.3,0.565,14.0,36.4,0.188
440,9,Wisconsin,UNC,1,2021,0.581,17.22,65.8,105.4,0.262,0.409,0.533,49.0,54.0,8.5,10.7,0.499,12.1,23.6,0.202,,,,,,,,,,,,,,,
441,8,UNC,Wisconsin,0,2021,,,,,,,,,,,,,,,,0.581,17.22,65.8,105.4,0.262,0.409,0.533,49.0,54.0,8.5,10.7,0.499,12.1,23.6,0.202
442,5,Villanova,Winthrop,1,2021,,,,,,,,,,,,,,,,0.867,3.46,71.9,112.6,0.282,0.43,0.588,50.4,61.2,10.7,7.5,0.563,14.8,26.1,0.208
443,12,Winthrop,Villanova,0,2021,0.867,3.46,71.9,112.6,0.282,0.43,0.588,50.4,61.2,10.7,7.5,0.563,14.8,26.1,0.208,,,,,,,,,,,,,,,
444,13,North Texas,Purdue,1,2021,0.483,11.04,70.7,101.2,0.367,0.407,0.499,48.0,56.7,8.8,11.4,0.45,13.3,29.2,0.272,0.643,15.55,66.5,105.8,0.317,0.378,0.542,54.5,55.9,7.6,11.4,0.51,16.0,32.6,0.226
445,4,Purdue,North Texas,0,2021,0.643,15.55,66.5,105.8,0.317,0.378,0.542,54.5,55.9,7.6,11.4,0.51,16.0,32.6,0.226,0.483,11.04,70.7,101.2,0.367,0.407,0.499,48.0,56.7,8.8,11.4,0.45,13.3,29.2,0.272
446,6,Texas Tech,Utah State,1,2021,0.621,16.59,67.1,107.1,0.379,0.313,0.533,51.2,51.4,10.5,12.2,0.494,13.7,32.8,0.269,0.69,10.99,69.5,104.4,0.299,0.322,0.532,57.3,60.7,9.6,14.9,0.5,16.9,35.4,0.216
447,11,Utah State,Texas Tech,0,2021,0.69,10.99,69.5,104.4,0.299,0.322,0.532,57.3,60.7,9.6,14.9,0.5,16.9,35.4,0.216,0.621,16.59,67.1,107.1,0.379,0.313,0.533,51.2,51.4,10.5,12.2,0.494,13.7,32.8,0.269
448,3,Arkansas,Colgate,1,2021,0.781,17.8,75.1,108.0,0.327,0.339,0.544,52.6,49.8,10.4,13.0,0.508,14.7,31.3,0.242,,,,,,,,,,,,,,,
449,14,Colgate,Arkansas,0,2021,,,,,,,,,,,,,,,,0.781,17.8,75.1,108.0,0.327,0.339,0.544,52.6,49.8,10.4,13.0,0.508,14.7,31.3,0.242
450,7,Florida,Virginia Tech,1,2021,0.6,13.7,70.6,104.6,0.339,0.338,0.567,51.5,44.2,10.2,14.1,0.531,18.7,30.6,0.255,,,,,,,,,,,,,,,
451,10,Virginia Tech,Florida,0,2021,,,,,,,,,,,,,,,,0.6,13.7,70.6,104.6,0.339,0.338,0.567,51.5,44.2,10.2,14.1,0.531,18.7,30.6,0.255
452,15,Oral Roberts,Ohio State,1,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,2,Ohio State,Oral Roberts,0,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,1,Baylor,Wisconsin,1,2021,0.933,24.83,69.6,118.6,0.265,0.384,0.586,53.2,55.3,12.7,10.3,0.565,14.0,36.4,0.188,0.581,17.22,65.8,105.4,0.262,0.409,0.533,49.0,54.0,8.5,10.7,0.499,12.1,23.6,0.202
455,9,Wisconsin,Baylor,0,2021,0.581,17.22,65.8,105.4,0.262,0.409,0.533,49.0,54.0,8.5,10.7,0.499,12.1,23.6,0.202,0.933,24.83,69.6,118.6,0.265,0.384,0.586,53.2,55.3,12.7,10.3,0.565,14.0,36.4,0.188
456,5,Villanova,North Texas,1,2021,,,,,,,,,,,,,,,,0.483,11.04,70.7,101.2,0.367,0.407,0.499,48.0,56.7,8.8,11.4,0.45,13.3,29.2,0.272
457,13,North Texas,Villanova,0,2021,0.483,11.04,70.7,101.2,0.367,0.407,0.499,48.0,56.7,8.8,11.4,0.45,13.3,29.2,0.272,,,,,,,,,,,,,,,
458,3,Arkansas,Texas Tech,1,2021,0.781,17.8,75.1,108.0,0.327,0.339,0.544,52.6,49.8,10.4,13.0,0.508,14.7,31.3,0.242,0.621,16.59,67.1,107.1,0.379,0.313,0.533,51.2,51.4,10.5,12.2,0.494,13.7,32.8,0.269
459,6,Texas Tech,Arkansas,0,2021,0.621,16.59,67.1,107.1,0.379,0.313,0.533,51.2,51.4,10.5,12.2,0.494,13.7,32.8,0.269,0.781,17.8,75.1,108.0,0.327,0.339,0.544,52.6,49.8,10.4,13.0,0.508,14.7,31.3,0.242
460,15,Oral Roberts,Florida,1,2021,,,,,,,,,,,,,,,,0.6,13.7,70.6,104.6,0.339,0.338,0.567,51.5,44.2,10.2,14.1,0.531,18.7,30.6,0.255
461,7,Florida,Oral Roberts,0,2021,0.6,13.7,70.6,104.6,0.339,0.338,0.567,51.5,44.2,10.2,14.1,0.531,18.7,30.6,0.255,,,,,,,,,,,,,,,
462,1,Baylor,Villanova,1,2021,0.933,24.83,69.6,118.6,0.265,0.384,0.586,53.2,55.3,12.7,10.3,0.565,14.0,36.4,0.188,,,,,,,,,,,,,,,
463,5,Villanova,Baylor,0,2021,,,,,,,,,,,,,,,,0.933,24.83,69.6,118.6,0.265,0.384,0.586,53.2,55.3,12.7,10.3,0.565,14.0,36.4,0.188
464,3,Arkansas,Oral Roberts,1,2021,0.781,17.8,75.1,108.0,0.327,0.339,0.544,52.6,49.8,10.4,13.0,0.508,14.7,31.3,0.242,,,,,,,,,,,,,,,
465,15,Oral Roberts,Arkansas,0,2021,,,,,,,,,,,,,,,,0.781,17.8,75.1,108.0,0.327,0.339,0.544,52.6,49.8,10.4,13.0,0.508,14.7,31.3,0.242
466,1,Baylor,Arkansas,1,2021,0.933,24.83,69.6,118.6,0.265,0.384,0.586,53.2,55.3,12.7,10.3,0.565,14.0,36.4,0.188,0.781,17.8,75.1,108.0,0.327,0.339,0.544,52.6,49.8,10.4,13.0,0.508,14.7,31.3,0.242
467,3,Arkansas,Baylor,0,2021,0.781,17.8,75.1,108.0,0.327,0.339,0.544,52.6,49.8,10.4,13.0,0.508,14.7,31.3,0.242,0.933,24.83,69.6,118.6,0.265,0.384,0.586,53.2,55.3,12.7,10.3,0.565,14.0,36.4,0.188
468,1,Gonzaga,Norfolk State,1,2021,0.969,27.2,74.6,121.5,0.358,0.332,0.633,55.0,55.7,10.6,6.9,0.61,14.3,29.2,0.261,0.68,-6.16,72.0,101.7,0.37,0.357,0.53,49.6,47.9,9.0,10.3,0.492,15.6,27.3,0.261
469,16,Norfolk State,Gonzaga,0,2021,0.68,-6.16,72.0,101.7,0.37,0.357,0.53,49.6,47.9,9.0,10.3,0.492,15.6,27.3,0.261,0.969,27.2,74.6,121.5,0.358,0.332,0.633,55.0,55.7,10.6,6.9,0.61,14.3,29.2,0.261
470,8,Oklahoma,Missouri,1,2021,,,,,,,,,,,,,,,,0.615,12.37,70.4,103.3,0.371,0.379,0.542,50.3,51.6,9.4,9.0,0.508,16.4,28.3,0.26
471,9,Missouri,Oklahoma,0,2021,0.615,12.37,70.4,103.3,0.371,0.379,0.542,50.3,51.6,9.4,9.0,0.508,16.4,28.3,0.26,,,,,,,,,,,,,,,
472,5,Creighton,UCSB,1,2021,0.71,16.28,69.6,108.3,0.257,0.436,0.564,49.4,55.2,9.9,9.0,0.55,14.0,24.3,0.164,,,,,,,,,,,,,,,
473,12,UCSB,Creighton,0,2021,,,,,,,,,,,,,,,,0.71,16.28,69.6,108.3,0.257,0.436,0.564,49.4,55.2,9.9,9.0,0.55,14.0,24.3,0.164
474,13,Ohio,Virginia,1,2021,0.429,0.32,66.4,103.9,0.24,0.369,0.534,52.3,51.9,7.7,11.3,0.509,16.0,29.3,0.174,,,,,,,,,,,,,,,
475,4,Virginia,Ohio,0,2021,,,,,,,,,,,,,,,,0.429,0.32,66.4,103.9,0.24,0.369,0.534,52.3,51.9,7.7,11.3,0.509,16.0,29.3,0.174
476,6,USC,Drake,1,2021,,,,,,,,,,,,,,,,0.839,9.42,66.8,112.8,0.239,0.316,0.563,53.7,46.6,10.4,8.4,0.542,13.3,31.1,0.17
477,11,Drake,USC,0,2021,0.839,9.42,66.8,112.8,0.239,0.316,0.563,53.7,46.6,10.4,8.4,0.542,13.3,31.1,0.17,,,,,,,,,,,,,,,
478,3,Kansas,Eastern Washington,1,2021,0.7,15.29,69.7,104.3,0.298,0.367,0.531,52.0,52.6,9.9,10.9,0.499,14.8,30.5,0.213,0.192,1.88,71.0,95.3,0.262,0.392,0.517,44.5,43.7,8.6,9.0,0.489,17.3,23.4,0.185
479,14,Eastern Washington,Kansas,0,2021,0.192,1.88,71.0,95.3,0.262,0.392,0.517,44.5,43.7,8.6,9.0,0.489,17.3,23.4,0.185,0.7,15.29,69.7,104.3,0.298,0.367,0.531,52.0,52.6,9.9,10.9,0.499,14.8,30.5,0.213
480,2,Iowa,Grand Canyon,1,2021,,,,,,,,,,,,,,,,0.708,5.11,68.2,110.7,0.314,0.358,0.57,56.8,57.7,7.1,9.1,0.547,16.2,32.4,0.215
481,15,Grand Canyon,Iowa,0,2021,0.708,5.11,68.2,110.7,0.314,0.358,0.57,56.8,57.7,7.1,9.1,0.547,16.2,32.4,0.215,,,,,,,,,,,,,,,
482,1,Gonzaga,Oklahoma,1,2021,0.969,27.2,74.6,121.5,0.358,0.332,0.633,55.0,55.7,10.6,6.9,0.61,14.3,29.2,0.261,,,,,,,,,,,,,,,
483,8,Oklahoma,Gonzaga,0,2021,,,,,,,,,,,,,,,,0.969,27.2,74.6,121.5,0.358,0.332,0.633,55.0,55.7,10.6,6.9,0.61,14.3,29.2,0.261
484,5,Creighton,Ohio,1,2021,0.71,16.28,69.6,108.3,0.257,0.436,0.564,49.4,55.2,9.9,9.0,0.55,14.0,24.3,0.164,0.429,0.32,66.4,103.9,0.24,0.369,0.534,52.3,51.9,7.7,11.3,0.509,16.0,29.3,0.174
485,13,Ohio,Creighton,0,2021,0.429,0.32,66.4,103.9,0.24,0.369,0.534,52.3,51.9,7.7,11.3,0.509,16.0,29.3,0.174,0.71,16.28,69.6,108.3,0.257,0.436,0.564,49.4,55.2,9.9,9.0,0.55,14.0,24.3,0.164
486,6,USC,Kansas,1,2021,,,,,,,,,,,,,,,,0.7,15.29,69.7,104.3,0.298,0.367,0.531,52.0,52.6,9.9,10.9,0.499,14.8,30.5,0.213
487,3,Kansas,USC,0,2021,0.7,15.29,69.7,104.3,0.298,0.367,0.531,52.0,52.6,9.9,10.9,0.499,14.8,30.5,0.213,,,,,,,,,,,,,,,
488,7,Oregon,Iowa,1,2021,0.75,16.15,68.2,109.9,0.26,0.376,0.565,50.8,49.9,10.9,10.7,0.542,14.7,28.8,0.185,,,,,,,,,,,,,,,
489,2,Iowa,Oregon,0,2021,,,,,,,,,,,,,,,,0.75,16.15,68.2,109.9,0.26,0.376,0.565,50.8,49.9,10.9,10.7,0.542,14.7,28.8,0.185
490,1,Gonzaga,Creighton,1,2021,0.969,27.2,74.6,121.5,0.358,0.332,0.633,55.0,55.7,10.6,6.9,0.61,14.3,29.2,0.261,0.71,16.28,69.6,108.3,0.257,0.436,0.564,49.4,55.2,9.9,9.0,0.55,14.0,24.3,0.164
491,5,Creighton,Gonzaga,0,2021,0.71,16.28,69.6,108.3,0.257,0.436,0.564,49.4,55.2,9.9,9.0,0.55,14.0,24.3,0.164,0.969,27.2,74.6,121.5,0.358,0.332,0.633,55.0,55.7,10.6,6.9,0.61,14.3,29.2,0.261
492,6,USC,Oregon,1,2021,,,,,,,,,,,,,,,,0.75,16.15,68.2,109.9,0.26,0.376,0.565,50.8,49.9,10.9,10.7,0.542,14.7,28.8,0.185
493,7,Oregon,USC,0,2021,0.75,16.15,68.2,109.9,0.26,0.376,0.565,50.8,49.9,10.9,10.7,0.542,14.7,28.8,0.185,,,,,,,,,,,,,,,
494,1,Gonzaga,USC,1,2021,0.969,27.2,74.6,121.5,0.358,0.332,0.633,55.0,55.7,10.6,6.9,0.61,14.3,29.2,0.261,,,,,,,,,,,,,,,
495,6,USC,Gonzaga,0,2021,,,,,,,,,,,,,,,,0.969,27.2,74.6,121.5,0.358,0.332,0.633,55.0,55.7,10.6,6.9,0.61,14.3,29.2,0.261
496,1,Baylor,Houston,1,2021,0.933,24.83,69.6,118.6,0.265,0.384,0.586,53.2,55.3,12.7,10.3,0.565,14.0,36.4,0.188,0.875,21.66,66.1,115.1,0.303,0.42,0.542,56.2,52.2,12.1,14.7,0.51,13.2,39.4,0.222
497,2,Houston,Baylor,0,2021,0.875,21.66,66.1,115.1,0.303,0.42,0.542,56.2,52.2,12.1,14.7,0.51,13.2,39.4,0.222,0.933,24.83,69.6,118.6,0.265,0.384,0.586,53.2,55.3,12.7,10.3,0.565,14.0,36.4,0.188
498,1,Gonzaga,UCLA,1,2021,0.969,27.2,74.6,121.5,0.358,0.332,0.633,55.0,55.7,10.6,6.9,0.61,14.3,29.2,0.261,0.688,16.3,65.4,108.4,0.316,0.316,0.551,52.6,51.1,7.3,7.9,0.52,13.6,29.2,0.226
499,11,UCLA,Gonzaga,0,2021,0.688,16.3,65.4,108.4,0.316,0.316,0.551,52.6,51.1,7.3,7.9,0.52,13.6,29.2,0.226,0.969,27.2,74.6,121.5,0.358,0.332,0.633,55.0,55.7,10.6,6.9,0.61,14.3,29.2,0.261
500,1,Baylor,Gonzaga,1,2021,0.933,24.83,69.6,118.6,0.265,0.384,0.586,53.2,55.3,12.7,10.3,0.565,14.0,36.4,0.188,0.969,27.2,74.6,121.5,0.358,0.332,0.633,55.0,55.7,10.6,6.9,0.61,14.3,29.2,0.261
501,1,Gonzaga,Baylor,0,2021,0.969,27.2,74.6,121.5,0.358,0.332,0.633,55.0,55.7,10.6,6.9,0.61,14.3,29.2,0.261,0.933,24.83,69.6,118.6,0.265,0.384,0.586,53.2,55.3,12.7,10.3,0.565,14.0,36.4,0.188
502,1,Duke,North Dakota State,1,2019,0.842,26.9,73.2,112.6,0.332,0.373,0.561,53.8,52.4,12.4,16.4,0.536,14.8,35.3,0.228,,,,,,,,,,,,,,,
503,16,North Dakota State,Duke,0,2019,,,,,,,,,,,,,,,,0.842,26.9,73.2,112.6,0.332,0.373,0.561,53.8,52.4,12.4,16.4,0.536,14.8,35.3,0.228
504,9,UCF,VCU,1,2019,0.857,13.92,68.5,119.2,0.271,0.436,0.598,54.5,50.6,9.6,9.1,0.58,13.5,32.5,0.19,0.758,11.96,69.0,102.1,0.357,0.412,0.535,50.8,54.9,11.5,12.2,0.501,17.3,31.0,0.251
505,8,VCU,UCF,0,2019,0.758,11.96,69.0,102.1,0.357,0.412,0.535,50.8,54.9,11.5,12.2,0.501,17.3,31.0,0.251,0.857,13.92,68.5,119.2,0.271,0.436,0.598,54.5,50.6,9.6,9.1,0.58,13.5,32.5,0.19
506,12,Liberty,Mississippi State,1,2019,0.452,-1.84,71.5,96.9,0.328,0.344,0.512,50.8,56.2,8.9,10.1,0.488,17.4,29.0,0.207,0.676,15.96,68.6,111.9,0.326,0.391,0.574,52.8,51.4,11.7,14.0,0.546,16.5,34.6,0.234
507,5,Mississippi State,Liberty,0,2019,0.676,15.96,68.6,111.9,0.326,0.391,0.574,52.8,51.4,11.7,14.0,0.546,16.5,34.6,0.234,0.452,-1.84,71.5,96.9,0.328,0.344,0.512,50.8,56.2,8.9,10.1,0.488,17.4,29.0,0.207
508,4,Virginia Tech,Saint Louis,1,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509,13,Saint Louis,Virginia Tech,0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
510,6,Maryland,Belmont,1,2019,0.676,16.01,66.6,107.3,0.328,0.37,0.55,56.0,52.1,6.5,13.4,0.514,16.5,34.0,0.244,0.606,12.32,69.2,108.4,0.309,0.399,0.568,51.1,54.2,10.2,9.6,0.531,16.0,30.1,0.242
511,11,Belmont,Maryland,0,2019,0.606,12.32,69.2,108.4,0.309,0.399,0.568,51.1,54.2,10.2,9.6,0.531,16.0,30.1,0.242,0.676,16.01,66.6,107.3,0.328,0.37,0.55,56.0,52.1,6.5,13.4,0.514,16.5,34.0,0.244
512,3,LSU,Yale,1,2019,,,,,,,,,,,,,,,,0.733,5.52,72.9,109.7,0.307,0.35,0.584,52.9,56.3,8.0,11.2,0.556,15.9,25.8,0.227
513,14,Yale,LSU,0,2019,0.733,5.52,72.9,109.7,0.307,0.35,0.584,52.9,56.3,8.0,11.2,0.556,15.9,25.8,0.227,,,,,,,,,,,,,,,
514,10,Minnesota,Louisville,1,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,7,Louisville,Minnesota,0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,2,Michigan State,Bradley,1,2019,0.821,24.93,68.1,113.1,0.336,0.378,0.585,56.1,66.8,7.5,13.7,0.552,16.0,33.2,0.253,,,,,,,,,,,,,,,
517,15,Bradley,Michigan State,0,2019,,,,,,,,,,,,,,,,0.821,24.93,68.1,113.1,0.336,0.378,0.585,56.1,66.8,7.5,13.7,0.552,16.0,33.2,0.253
518,1,Duke,UCF,1,2019,0.842,26.9,73.2,112.6,0.332,0.373,0.561,53.8,52.4,12.4,16.4,0.536,14.8,35.3,0.228,0.857,13.92,68.5,119.2,0.271,0.436,0.598,54.5,50.6,9.6,9.1,0.58,13.5,32.5,0.19
519,9,UCF,Duke,0,2019,0.857,13.92,68.5,119.2,0.271,0.436,0.598,54.5,50.6,9.6,9.1,0.58,13.5,32.5,0.19,0.842,26.9,73.2,112.6,0.332,0.373,0.561,53.8,52.4,12.4,16.4,0.536,14.8,35.3,0.228
520,4,Virginia Tech,Liberty,1,2019,,,,,,,,,,,,,,,,0.452,-1.84,71.5,96.9,0.328,0.344,0.512,50.8,56.2,8.9,10.1,0.488,17.4,29.0,0.207
521,12,Liberty,Virginia Tech,0,2019,0.452,-1.84,71.5,96.9,0.328,0.344,0.512,50.8,56.2,8.9,10.1,0.488,17.4,29.0,0.207,,,,,,,,,,,,,,,
522,3,LSU,Maryland,1,2019,,,,,,,,,,,,,,,,0.676,16.01,66.6,107.3,0.328,0.37,0.55,56.0,52.1,6.5,13.4,0.514,16.5,34.0,0.244
523,6,Maryland,LSU,0,2019,0.676,16.01,66.6,107.3,0.328,0.37,0.55,56.0,52.1,6.5,13.4,0.514,16.5,34.0,0.244,,,,,,,,,,,,,,,
524,2,Michigan State,Minnesota,1,2019,0.821,24.93,68.1,113.1,0.336,0.378,0.585,56.1,66.8,7.5,13.7,0.552,16.0,33.2,0.253,,,,,,,,,,,,,,,
525,10,Minnesota,Michigan State,0,2019,,,,,,,,,,,,,,,,0.821,24.93,68.1,113.1,0.336,0.378,0.585,56.1,66.8,7.5,13.7,0.552,16.0,33.2,0.253
526,1,Duke,Virginia Tech,1,2019,0.842,26.9,73.2,112.6,0.332,0.373,0.561,53.8,52.4,12.4,16.4,0.536,14.8,35.3,0.228,,,,,,,,,,,,,,,
527,4,Virginia Tech,Duke,0,2019,,,,,,,,,,,,,,,,0.842,26.9,73.2,112.6,0.332,0.373,0.561,53.8,52.4,12.4,16.4,0.536,14.8,35.3,0.228
528,2,Michigan State,LSU,1,2019,0.821,24.93,68.1,113.1,0.336,0.378,0.585,56.1,66.8,7.5,13.7,0.552,16.0,33.2,0.253,,,,,,,,,,,,,,,
529,3,LSU,Michigan State,0,2019,,,,,,,,,,,,,,,,0.821,24.93,68.1,113.1,0.336,0.378,0.585,56.1,66.8,7.5,13.7,0.552,16.0,33.2,0.253
530,2,Michigan State,Duke,1,2019,0.821,24.93,68.1,113.1,0.336,0.378,0.585,56.1,66.8,7.5,13.7,0.552,16.0,33.2,0.253,0.842,26.9,73.2,112.6,0.332,0.373,0.561,53.8,52.4,12.4,16.4,0.536,14.8,35.3,0.228
531,1,Duke,Michigan State,0,2019,0.842,26.9,73.2,112.6,0.332,0.373,0.561,53.8,52.4,12.4,16.4,0.536,14.8,35.3,0.228,0.821,24.93,68.1,113.1,0.336,0.378,0.585,56.1,66.8,7.5,13.7,0.552,16.0,33.2,0.253
532,1,UNC,Iona,1,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,16,Iona,UNC,0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,9,Washington,Utah State,1,2019,,,,,,,,,,,,,,,,0.8,11.98,70.0,111.6,0.367,0.379,0.575,56.2,62.4,8.7,12.2,0.538,15.8,31.9,0.274
535,8,Utah State,Washington,0,2019,0.8,11.98,70.0,111.6,0.367,0.379,0.575,56.2,62.4,8.7,12.2,0.538,15.8,31.9,0.274,,,,,,,,,,,,,,,
536,5,Auburn,New Mexico State,1,2019,0.75,20.84,69.2,114.1,0.312,0.494,0.569,49.2,52.1,13.2,15.6,0.543,14.3,31.6,0.221,,,,,,,,,,,,,,,
537,12,New Mexico State,Auburn,0,2019,,,,,,,,,,,,,,,,0.75,20.84,69.2,114.1,0.312,0.494,0.569,49.2,52.1,13.2,15.6,0.543,14.3,31.6,0.221
538,4,Kansas,Northeastern,1,2019,0.722,18.35,70.3,106.5,0.325,0.349,0.555,52.1,48.3,9.5,10.9,0.526,16.1,29.9,0.229,0.743,1.5,68.6,110.6,0.313,0.385,0.585,51.8,52.3,9.5,8.8,0.564,15.4,26.6,0.216
539,13,Northeastern,Kansas,0,2019,0.743,1.5,68.6,110.6,0.313,0.385,0.585,51.8,52.3,9.5,8.8,0.564,15.4,26.6,0.216,0.722,18.35,70.3,106.5,0.325,0.349,0.555,52.1,48.3,9.5,10.9,0.526,16.1,29.9,0.229
540,11,Ohio State,Iowa State,1,2019,,,,,,,,,,,,,,,,0.657,18.07,68.2,112.7,0.3,0.396,0.575,50.3,54.1,10.3,12.5,0.548,13.9,28.4,0.22
541,6,Iowa State,Ohio State,0,2019,0.657,18.07,68.2,112.7,0.3,0.396,0.575,50.3,54.1,10.3,12.5,0.548,13.9,28.4,0.22,,,,,,,,,,,,,,,
542,3,Houston,Georgia State,1,2019,0.892,18.91,67.3,111.8,0.316,0.426,0.55,54.9,55.8,9.6,13.4,0.521,13.9,33.8,0.222,,,,,,,,,,,,,,,
543,14,Georgia State,Houston,0,2019,,,,,,,,,,,,,,,,0.892,18.91,67.3,111.8,0.316,0.426,0.55,54.9,55.8,9.6,13.4,0.521,13.9,33.8,0.222
544,7,Wofford,Seton Hall,1,2019,0.667,1.28,66.5,110.4,0.266,0.388,0.559,52.7,52.3,8.9,10.1,0.534,14.1,29.9,0.19,,,,,,,,,,,,,,,
545,10,Seton Hall,Wofford,0,2019,,,,,,,,,,,,,,,,0.667,1.28,66.5,110.4,0.266,0.388,0.559,52.7,52.3,8.9,10.1,0.534,14.1,29.9,0.19
546,2,Kentucky,Abilene Christian,1,2019,0.811,21.43,67.3,111.9,0.419,0.296,0.571,56.9,51.2,8.8,13.4,0.53,15.9,36.4,0.31,,,,,,,,,,,,,,,
547,15,Abilene Christian,Kentucky,0,2019,,,,,,,,,,,,,,,,0.811,21.43,67.3,111.9,0.419,0.296,0.571,56.9,51.2,8.8,13.4,0.53,15.9,36.4,0.31
548,1,UNC,Washington,1,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,9,Washington,UNC,0,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,5,Auburn,Kansas,1,2019,0.75,20.84,69.2,114.1,0.312,0.494,0.569,49.2,52.1,13.2,15.6,0.543,14.3,31.6,0.221,0.722,18.35,70.3,106.5,0.325,0.349,0.555,52.1,48.3,9.5,10.9,0.526,16.1,29.9,0.229
551,4,Kansas,Auburn,0,2019,0.722,18.35,70.3,106.5,0.325,0.349,0.555,52.1,48.3,9.5,10.9,0.526,16.1,29.9,0.229,0.75,20.84,69.2,114.1,0.312,0.494,0.569,49.2,52.1,13.2,15.6,0.543,14.3,31.6,0.221
552,3,Houston,Ohio State,1,2019,0.892,18.91,67.3,111.8,0.316,0.426,0.55,54.9,55.8,9.6,13.4,0.521,13.9,33.8,0.222,,,,,,,,,,,,,,,
553,11,Ohio State,Houston,0,2019,,,,,,,,,,,,,,,,0.892,18.91,67.3,111.8,0.316,0.426,0.55,54.9,55.8,9.6,13.4,0.521,13.9,33.8,0.222
