,Seed,team1,team2,team1_win,Season,win_loss_pct_x,srs_x,pace_x,off_rtg_x,fta_per_fga_pct_x,fg3a_per_fga_pct_x,ts_pct_x,trb_pct_x,ast_pct_x,stl_pct_x,blk_pct_x,efg_pct_x,tov_pct_x,orb_pct_x,ft_rate_x,win_loss_pct_y,srs_y,pace_y,off_rtg_y,fta_per_fga_pct_y,fg3a_per_fga_pct_y,ts_pct_y,trb_pct_y,ast_pct_y,stl_pct_y,blk_pct_y,efg_pct_y,tov_pct_y,orb_pct_y,ft_rate_y
1654,12,Cornell,Wisconsin,1,2010,0.484,9.58,65.8,105.1,0.305,0.273,0.524,53.5,58.3,7.6,8.6,0.491,16.2,38.5,0.218,0.727,17.84,59.8,111.3,0.325,0.394,0.548,51.3,53.1,9.4,9.5,0.514,12.5,30.2,0.238
1655,4,Wisconsin,Cornell,0,2010,0.727,17.84,59.8,111.3,0.325,0.394,0.548,51.3,53.1,9.4,9.5,0.514,12.5,30.2,0.238,0.484,9.58,65.8,105.1,0.305,0.273,0.524,53.5,58.3,7.6,8.6,0.491,16.2,38.5,0.218
1656,11,Washington,New Mexico,1,2010,0.6,-2.03,69.0,104.0,0.363,0.343,0.531,51.0,60.1,10.9,8.8,0.493,17.1,34.9,0.26,0.857,12.49,67.7,111.3,0.449,0.365,0.541,53.6,56.0,9.7,10.4,0.506,13.6,35.4,0.301
1657,3,New Mexico,Washington,0,2010,0.857,12.49,67.7,111.3,0.449,0.365,0.541,53.6,56.0,9.7,10.4,0.506,13.6,35.4,0.301,0.6,-2.03,69.0,104.0,0.363,0.343,0.531,51.0,60.1,10.9,8.8,0.493,17.1,34.9,0.26
1658,2,West Virginia,Missouri,1,2010,,,,,,,,,,,,,,,,0.676,17.39,71.0,108.0,0.339,0.333,0.538,48.0,56.4,15.3,12.3,0.501,15.0,34.7,0.246
1659,10,Missouri,West Virginia,0,2010,0.676,17.39,71.0,108.0,0.339,0.333,0.538,48.0,56.4,15.3,12.3,0.501,15.0,34.7,0.246,,,,,,,,,,,,,,,
1660,1,Kentucky,Cornell,1,2010,0.921,21.13,70.0,112.1,0.436,0.313,0.56,55.4,53.8,10.4,17.8,0.53,16.7,40.5,0.291,0.484,9.58,65.8,105.1,0.305,0.273,0.524,53.5,58.3,7.6,8.6,0.491,16.2,38.5,0.218
1661,12,Cornell,Kentucky,0,2010,0.484,9.58,65.8,105.1,0.305,0.273,0.524,53.5,58.3,7.6,8.6,0.491,16.2,38.5,0.218,0.921,21.13,70.0,112.1,0.436,0.313,0.56,55.4,53.8,10.4,17.8,0.53,16.7,40.5,0.291
1662,2,West Virginia,Washington,1,2010,,,,,,,,,,,,,,,,0.6,-2.03,69.0,104.0,0.363,0.343,0.531,51.0,60.1,10.9,8.8,0.493,17.1,34.9,0.26
1663,11,Washington,West Virginia,0,2010,0.6,-2.03,69.0,104.0,0.363,0.343,0.531,51.0,60.1,10.9,8.8,0.493,17.1,34.9,0.26,,,,,,,,,,,,,,,
1664,2,West Virginia,Kentucky,1,2010,,,,,,,,,,,,,,,,0.921,21.13,70.0,112.1,0.436,0.313,0.56,55.4,53.8,10.4,17.8,0.53,16.7,40.5,0.291
1665,1,Kentucky,West Virginia,0,2010,0.921,21.13,70.0,112.1,0.436,0.313,0.56,55.4,53.8,10.4,17.8,0.53,16.7,40.5,0.291,,,,,,,,,,,,,,,
1666,1,Kansas,Lehigh,1,2010,0.917,24.68,69.4,116.8,0.413,0.307,0.582,54.6,59.0,12.0,16.0,0.551,15.7,38.4,0.288,,,,,,,,,,,,,,,
1667,16,Lehigh,Kansas,0,2010,,,,,,,,,,,,,,,,0.917,24.68,69.4,116.8,0.413,0.307,0.582,54.6,59.0,12.0,16.0,0.551,15.7,38.4,0.288
1668,9,Northern Iowa,UNLV,1,2010,0.657,-3.71,67.6,101.0,0.46,0.292,0.527,51.1,53.1,11.2,7.2,0.489,18.6,34.6,0.306,0.606,8.72,65.0,103.1,0.453,0.268,0.521,50.6,50.6,9.5,8.8,0.479,16.3,34.3,0.309
1669,8,UNLV,Northern Iowa,0,2010,0.606,8.72,65.0,103.1,0.453,0.268,0.521,50.6,50.6,9.5,8.8,0.479,16.3,34.3,0.309,0.657,-3.71,67.6,101.0,0.46,0.292,0.527,51.1,53.1,11.2,7.2,0.489,18.6,34.6,0.306
1670,5,Michigan State,New Mexico State,1,2010,0.757,15.33,65.9,108.7,0.369,0.263,0.547,56.3,62.2,9.9,9.5,0.516,17.5,39.8,0.253,,,,,,,,,,,,,,,
1671,12,New Mexico State,Michigan State,0,2010,,,,,,,,,,,,,,,,0.757,15.33,65.9,108.7,0.369,0.263,0.547,56.3,62.2,9.9,9.5,0.516,17.5,39.8,0.253
1672,4,Maryland,Houston,1,2010,0.727,17.75,70.2,112.2,0.336,0.249,0.552,50.4,56.4,10.9,11.0,0.518,13.9,35.6,0.245,0.543,6.74,71.4,109.3,0.337,0.357,0.52,44.5,45.4,13.1,7.2,0.483,10.6,30.3,0.239
1673,13,Houston,Maryland,0,2010,0.543,6.74,71.4,109.3,0.337,0.357,0.52,44.5,45.4,13.1,7.2,0.483,10.6,30.3,0.239,0.727,17.75,70.2,112.2,0.336,0.249,0.552,50.4,56.4,10.9,11.0,0.518,13.9,35.6,0.245
1674,6,Tennessee,San Diego State,1,2010,0.757,16.05,69.8,105.0,0.356,0.313,0.535,50.8,53.5,11.2,10.8,0.506,16.2,33.5,0.239,0.735,11.34,63.9,108.8,0.401,0.306,0.543,54.8,52.3,11.4,13.0,0.522,17.1,40.2,0.249
1675,11,San Diego State,Tennessee,0,2010,0.735,11.34,63.9,108.8,0.401,0.306,0.543,54.8,52.3,11.4,13.0,0.522,17.1,40.2,0.249,0.757,16.05,69.8,105.0,0.356,0.313,0.535,50.8,53.5,11.2,10.8,0.506,16.2,33.5,0.239
1676,14,Ohio,Georgetown,1,2010,0.516,3.74,64.9,103.1,0.378,0.32,0.54,48.5,51.3,9.6,8.2,0.496,16.2,28.4,0.282,,,,,,,,,,,,,,,
1677,3,Georgetown,Ohio,0,2010,,,,,,,,,,,,,,,,0.516,3.74,64.9,103.1,0.378,0.32,0.54,48.5,51.3,9.6,8.2,0.496,16.2,28.4,0.282
1678,10,Georgia Tech,Oklahoma State,1,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1679,7,Oklahoma State,Georgia Tech,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1680,2,Ohio State,UCSB,1,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,15,UCSB,Ohio State,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1682,9,Northern Iowa,Kansas,1,2010,0.657,-3.71,67.6,101.0,0.46,0.292,0.527,51.1,53.1,11.2,7.2,0.489,18.6,34.6,0.306,0.917,24.68,69.4,116.8,0.413,0.307,0.582,54.6,59.0,12.0,16.0,0.551,15.7,38.4,0.288
1683,1,Kansas,Northern Iowa,0,2010,0.917,24.68,69.4,116.8,0.413,0.307,0.582,54.6,59.0,12.0,16.0,0.551,15.7,38.4,0.288,0.657,-3.71,67.6,101.0,0.46,0.292,0.527,51.1,53.1,11.2,7.2,0.489,18.6,34.6,0.306
1684,5,Michigan State,Maryland,1,2010,0.757,15.33,65.9,108.7,0.369,0.263,0.547,56.3,62.2,9.9,9.5,0.516,17.5,39.8,0.253,0.727,17.75,70.2,112.2,0.336,0.249,0.552,50.4,56.4,10.9,11.0,0.518,13.9,35.6,0.245
1685,4,Maryland,Michigan State,0,2010,0.727,17.75,70.2,112.2,0.336,0.249,0.552,50.4,56.4,10.9,11.0,0.518,13.9,35.6,0.245,0.757,15.33,65.9,108.7,0.369,0.263,0.547,56.3,62.2,9.9,9.5,0.516,17.5,39.8,0.253
1686,6,Tennessee,Ohio,1,2010,0.757,16.05,69.8,105.0,0.356,0.313,0.535,50.8,53.5,11.2,10.8,0.506,16.2,33.5,0.239,0.516,3.74,64.9,103.1,0.378,0.32,0.54,48.5,51.3,9.6,8.2,0.496,16.2,28.4,0.282
1687,14,Ohio,Tennessee,0,2010,0.516,3.74,64.9,103.1,0.378,0.32,0.54,48.5,51.3,9.6,8.2,0.496,16.2,28.4,0.282,0.757,16.05,69.8,105.0,0.356,0.313,0.535,50.8,53.5,11.2,10.8,0.506,16.2,33.5,0.239
1688,2,Ohio State,Georgia Tech,1,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1689,10,Georgia Tech,Ohio State,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1690,5,Michigan State,Northern Iowa,1,2010,0.757,15.33,65.9,108.7,0.369,0.263,0.547,56.3,62.2,9.9,9.5,0.516,17.5,39.8,0.253,0.657,-3.71,67.6,101.0,0.46,0.292,0.527,51.1,53.1,11.2,7.2,0.489,18.6,34.6,0.306
1691,9,Northern Iowa,Michigan State,0,2010,0.657,-3.71,67.6,101.0,0.46,0.292,0.527,51.1,53.1,11.2,7.2,0.489,18.6,34.6,0.306,0.757,15.33,65.9,108.7,0.369,0.263,0.547,56.3,62.2,9.9,9.5,0.516,17.5,39.8,0.253
1692,6,Tennessee,Ohio State,1,2010,0.757,16.05,69.8,105.0,0.356,0.313,0.535,50.8,53.5,11.2,10.8,0.506,16.2,33.5,0.239,,,,,,,,,,,,,,,
1693,2,Ohio State,Tennessee,0,2010,,,,,,,,,,,,,,,,0.757,16.05,69.8,105.0,0.356,0.313,0.535,50.8,53.5,11.2,10.8,0.506,16.2,33.5,0.239
1694,5,Michigan State,Tennessee,1,2010,0.757,15.33,65.9,108.7,0.369,0.263,0.547,56.3,62.2,9.9,9.5,0.516,17.5,39.8,0.253,0.757,16.05,69.8,105.0,0.356,0.313,0.535,50.8,53.5,11.2,10.8,0.506,16.2,33.5,0.239
1695,6,Tennessee,Michigan State,0,2010,0.757,16.05,69.8,105.0,0.356,0.313,0.535,50.8,53.5,11.2,10.8,0.506,16.2,33.5,0.239,0.757,15.33,65.9,108.7,0.369,0.263,0.547,56.3,62.2,9.9,9.5,0.516,17.5,39.8,0.253
1696,1,Duke,Arkansas-Pine Bluff,1,2010,0.875,25.21,66.5,115.7,0.379,0.329,0.549,54.4,52.9,10.0,9.8,0.505,13.3,40.3,0.287,0.531,-7.72,66.7,97.9,0.387,0.262,0.507,50.2,50.6,8.9,9.7,0.462,18.1,34.6,0.274
1697,16,Arkansas-Pine Bluff,Duke,0,2010,0.531,-7.72,66.7,97.9,0.387,0.262,0.507,50.2,50.6,8.9,9.7,0.462,18.1,34.6,0.274,0.875,25.21,66.5,115.7,0.379,0.329,0.549,54.4,52.9,10.0,9.8,0.505,13.3,40.3,0.287
1698,8,California,Louisville,1,2010,0.323,-4.58,72.1,97.5,0.516,0.314,0.525,48.1,47.1,10.7,11.4,0.48,18.7,29.0,0.348,,,,,,,,,,,,,,,
1699,9,Louisville,California,0,2010,,,,,,,,,,,,,,,,0.323,-4.58,72.1,97.5,0.516,0.314,0.525,48.1,47.1,10.7,11.4,0.48,18.7,29.0,0.348
1700,5,Texas A&M,Utah State,1,2010,0.706,15.24,66.7,106.2,0.483,0.339,0.534,51.9,51.3,9.8,9.1,0.497,15.5,33.3,0.32,0.771,13.62,62.5,116.5,0.298,0.303,0.581,54.6,62.1,7.4,9.8,0.551,14.0,33.8,0.226
1701,12,Utah State,Texas A&M,0,2010,0.771,13.62,62.5,116.5,0.298,0.303,0.581,54.6,62.1,7.4,9.8,0.551,14.0,33.8,0.226,0.706,15.24,66.7,106.2,0.483,0.339,0.534,51.9,51.3,9.8,9.1,0.497,15.5,33.3,0.32
1702,4,Purdue,Siena,1,2010,0.829,17.52,66.7,105.3,0.386,0.3,0.533,48.9,56.9,10.6,12.2,0.491,14.1,29.4,0.279,0.533,-8.06,72.1,100.7,0.443,0.34,0.526,47.5,48.9,9.5,9.3,0.485,17.7,32.2,0.305
1703,13,Siena,Purdue,0,2010,0.533,-8.06,72.1,100.7,0.443,0.34,0.526,47.5,48.9,9.5,9.3,0.485,17.7,32.2,0.305,0.829,17.52,66.7,105.3,0.386,0.3,0.533,48.9,56.9,10.6,12.2,0.491,14.1,29.4,0.279
1704,11,Old Dominion,Notre Dame,1,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1705,6,Notre Dame,Old Dominion,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1706,3,Baylor,Sam Houston,1,2010,0.778,17.97,67.2,113.7,0.358,0.325,0.58,54.4,51.2,9.7,17.4,0.549,17.1,38.5,0.26,0.281,-19.69,69.9,91.3,0.364,0.358,0.497,48.7,53.9,11.1,7.1,0.467,21.0,31.1,0.231
1707,14,Sam Houston,Baylor,0,2010,0.281,-19.69,69.9,91.3,0.364,0.358,0.497,48.7,53.9,11.1,7.1,0.467,21.0,31.1,0.231,0.778,17.97,67.2,113.7,0.358,0.325,0.58,54.4,51.2,9.7,17.4,0.549,17.1,38.5,0.26
1708,10,Saint Mary's,Richmond,1,2010,0.824,13.38,67.0,116.7,0.334,0.358,0.59,53.2,57.5,7.3,11.4,0.557,14.8,34.4,0.254,,,,,,,,,,,,,,,
1709,7,Richmond,Saint Mary's,0,2010,,,,,,,,,,,,,,,,0.824,13.38,67.0,116.7,0.334,0.358,0.59,53.2,57.5,7.3,11.4,0.557,14.8,34.4,0.254
1710,2,Villanova,Robert Morris,1,2010,,,,,,,,,,,,,,,,0.355,-4.68,67.7,96.4,0.361,0.241,0.482,47.7,42.2,11.4,10.0,0.442,14.6,30.8,0.247
1711,15,Robert Morris,Villanova,0,2010,0.355,-4.68,67.7,96.4,0.361,0.241,0.482,47.7,42.2,11.4,10.0,0.442,14.6,30.8,0.247,,,,,,,,,,,,,,,
1712,1,Duke,California,1,2010,0.875,25.21,66.5,115.7,0.379,0.329,0.549,54.4,52.9,10.0,9.8,0.505,13.3,40.3,0.287,0.323,-4.58,72.1,97.5,0.516,0.314,0.525,48.1,47.1,10.7,11.4,0.48,18.7,29.0,0.348
1713,8,California,Duke,0,2010,0.323,-4.58,72.1,97.5,0.516,0.314,0.525,48.1,47.1,10.7,11.4,0.48,18.7,29.0,0.348,0.875,25.21,66.5,115.7,0.379,0.329,0.549,54.4,52.9,10.0,9.8,0.505,13.3,40.3,0.287
1714,4,Purdue,Texas A&M,1,2010,0.829,17.52,66.7,105.3,0.386,0.3,0.533,48.9,56.9,10.6,12.2,0.491,14.1,29.4,0.279,0.706,15.24,66.7,106.2,0.483,0.339,0.534,51.9,51.3,9.8,9.1,0.497,15.5,33.3,0.32
1715,5,Texas A&M,Purdue,0,2010,0.706,15.24,66.7,106.2,0.483,0.339,0.534,51.9,51.3,9.8,9.1,0.497,15.5,33.3,0.32,0.829,17.52,66.7,105.3,0.386,0.3,0.533,48.9,56.9,10.6,12.2,0.491,14.1,29.4,0.279
1716,3,Baylor,Old Dominion,1,2010,0.778,17.97,67.2,113.7,0.358,0.325,0.58,54.4,51.2,9.7,17.4,0.549,17.1,38.5,0.26,,,,,,,,,,,,,,,
1717,11,Old Dominion,Baylor,0,2010,,,,,,,,,,,,,,,,0.778,17.97,67.2,113.7,0.358,0.325,0.58,54.4,51.2,9.7,17.4,0.549,17.1,38.5,0.26
1718,10,Saint Mary's,Villanova,1,2010,0.824,13.38,67.0,116.7,0.334,0.358,0.59,53.2,57.5,7.3,11.4,0.557,14.8,34.4,0.254,,,,,,,,,,,,,,,
1719,2,Villanova,Saint Mary's,0,2010,,,,,,,,,,,,,,,,0.824,13.38,67.0,116.7,0.334,0.358,0.59,53.2,57.5,7.3,11.4,0.557,14.8,34.4,0.254
1720,1,Duke,Purdue,1,2010,0.875,25.21,66.5,115.7,0.379,0.329,0.549,54.4,52.9,10.0,9.8,0.505,13.3,40.3,0.287,0.829,17.52,66.7,105.3,0.386,0.3,0.533,48.9,56.9,10.6,12.2,0.491,14.1,29.4,0.279
1721,4,Purdue,Duke,0,2010,0.829,17.52,66.7,105.3,0.386,0.3,0.533,48.9,56.9,10.6,12.2,0.491,14.1,29.4,0.279,0.875,25.21,66.5,115.7,0.379,0.329,0.549,54.4,52.9,10.0,9.8,0.505,13.3,40.3,0.287
1722,3,Baylor,Saint Mary's,1,2010,0.778,17.97,67.2,113.7,0.358,0.325,0.58,54.4,51.2,9.7,17.4,0.549,17.1,38.5,0.26,0.824,13.38,67.0,116.7,0.334,0.358,0.59,53.2,57.5,7.3,11.4,0.557,14.8,34.4,0.254
1723,10,Saint Mary's,Baylor,0,2010,0.824,13.38,67.0,116.7,0.334,0.358,0.59,53.2,57.5,7.3,11.4,0.557,14.8,34.4,0.254,0.778,17.97,67.2,113.7,0.358,0.325,0.58,54.4,51.2,9.7,17.4,0.549,17.1,38.5,0.26
1724,1,Duke,Baylor,1,2010,0.875,25.21,66.5,115.7,0.379,0.329,0.549,54.4,52.9,10.0,9.8,0.505,13.3,40.3,0.287,0.778,17.97,67.2,113.7,0.358,0.325,0.58,54.4,51.2,9.7,17.4,0.549,17.1,38.5,0.26
1725,3,Baylor,Duke,0,2010,0.778,17.97,67.2,113.7,0.358,0.325,0.58,54.4,51.2,9.7,17.4,0.549,17.1,38.5,0.26,0.875,25.21,66.5,115.7,0.379,0.329,0.549,54.4,52.9,10.0,9.8,0.505,13.3,40.3,0.287
1726,1,Syracuse,Vermont,1,2010,0.3,-11.91,71.4,95.5,0.333,0.334,0.513,48.5,56.4,8.6,6.4,0.475,18.3,27.3,0.237,,,,,,,,,,,,,,,
1727,16,Vermont,Syracuse,0,2010,,,,,,,,,,,,,,,,0.3,-11.91,71.4,95.5,0.333,0.334,0.513,48.5,56.4,8.6,6.4,0.475,18.3,27.3,0.237
1728,8,Gonzaga,Florida State,1,2010,0.794,12.11,69.4,109.6,0.494,0.278,0.57,53.1,50.0,9.5,10.5,0.54,16.2,32.1,0.328,,,,,,,,,,,,,,,
1729,9,Florida State,Gonzaga,0,2010,,,,,,,,,,,,,,,,0.794,12.11,69.4,109.6,0.494,0.278,0.57,53.1,50.0,9.5,10.5,0.54,16.2,32.1,0.328
1730,5,Butler,UTEP,1,2010,,,,,,,,,,,,,,,,0.344,-2.6,63.8,97.0,0.354,0.373,0.517,47.8,54.0,10.4,8.8,0.478,18.2,28.3,0.252
1731,12,UTEP,Butler,0,2010,0.344,-2.6,63.8,97.0,0.354,0.373,0.517,47.8,54.0,10.4,8.8,0.478,18.2,28.3,0.252,,,,,,,,,,,,,,,
1732,13,Murray State,Vanderbilt,1,2010,,,,,,,,,,,,,,,,0.455,0.14,66.9,99.2,0.396,0.383,0.522,48.8,62.1,11.8,12.5,0.486,18.1,30.4,0.268
1733,4,Vanderbilt,Murray State,0,2010,0.455,0.14,66.9,99.2,0.396,0.383,0.522,48.8,62.1,11.8,12.5,0.486,18.1,30.4,0.268,,,,,,,,,,,,,,,
1734,6,Xavier,Minnesota,1,2010,0.743,16.23,69.7,111.0,0.419,0.319,0.559,53.5,51.4,9.3,8.9,0.522,15.3,35.2,0.298,0.438,-7.49,65.7,102.5,0.371,0.306,0.519,48.5,55.9,8.6,7.6,0.476,15.0,31.1,0.269
1735,11,Minnesota,Xavier,0,2010,0.438,-7.49,65.7,102.5,0.371,0.306,0.519,48.5,55.9,8.6,7.6,0.476,15.0,31.1,0.269,0.743,16.23,69.7,111.0,0.419,0.319,0.559,53.5,51.4,9.3,8.9,0.522,15.3,35.2,0.298
1736,3,Pitt,Oakland,1,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1737,14,Oakland,Pitt,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1738,7,BYU,Florida,1,2010,0.833,18.82,71.0,116.2,0.388,0.33,0.596,53.0,55.3,11.9,9.1,0.552,14.2,31.2,0.307,0.618,11.89,66.5,107.4,0.334,0.323,0.528,52.0,53.8,10.6,7.2,0.494,15.4,37.0,0.235
1739,10,Florida,BYU,0,2010,0.618,11.89,66.5,107.4,0.334,0.323,0.528,52.0,53.8,10.6,7.2,0.494,15.4,37.0,0.235,0.833,18.82,71.0,116.2,0.388,0.33,0.596,53.0,55.3,11.9,9.1,0.552,14.2,31.2,0.307
1740,2,Kansas State,North Texas,1,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1741,15,North Texas,Kansas State,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1742,1,Syracuse,Gonzaga,1,2010,0.3,-11.91,71.4,95.5,0.333,0.334,0.513,48.5,56.4,8.6,6.4,0.475,18.3,27.3,0.237,0.794,12.11,69.4,109.6,0.494,0.278,0.57,53.1,50.0,9.5,10.5,0.54,16.2,32.1,0.328
1743,8,Gonzaga,Syracuse,0,2010,0.794,12.11,69.4,109.6,0.494,0.278,0.57,53.1,50.0,9.5,10.5,0.54,16.2,32.1,0.328,0.3,-11.91,71.4,95.5,0.333,0.334,0.513,48.5,56.4,8.6,6.4,0.475,18.3,27.3,0.237
1744,5,Butler,Murray State,1,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745,13,Murray State,Butler,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1746,6,Xavier,Pitt,1,2010,0.743,16.23,69.7,111.0,0.419,0.319,0.559,53.5,51.4,9.3,8.9,0.522,15.3,35.2,0.298,,,,,,,,,,,,,,,
1747,3,Pitt,Xavier,0,2010,,,,,,,,,,,,,,,,0.743,16.23,69.7,111.0,0.419,0.319,0.559,53.5,51.4,9.3,8.9,0.522,15.3,35.2,0.298
1748,2,Kansas State,BYU,1,2010,,,,,,,,,,,,,,,,0.833,18.82,71.0,116.2,0.388,0.33,0.596,53.0,55.3,11.9,9.1,0.552,14.2,31.2,0.307
1749,7,BYU,Kansas State,0,2010,0.833,18.82,71.0,116.2,0.388,0.33,0.596,53.0,55.3,11.9,9.1,0.552,14.2,31.2,0.307,,,,,,,,,,,,,,,
1750,5,Butler,Syracuse,1,2010,,,,,,,,,,,,,,,,0.3,-11.91,71.4,95.5,0.333,0.334,0.513,48.5,56.4,8.6,6.4,0.475,18.3,27.3,0.237
1751,1,Syracuse,Butler,0,2010,0.3,-11.91,71.4,95.5,0.333,0.334,0.513,48.5,56.4,8.6,6.4,0.475,18.3,27.3,0.237,,,,,,,,,,,,,,,
1752,2,Kansas State,Xavier,1,2010,,,,,,,,,,,,,,,,0.743,16.23,69.7,111.0,0.419,0.319,0.559,53.5,51.4,9.3,8.9,0.522,15.3,35.2,0.298
1753,6,Xavier,Kansas State,0,2010,0.743,16.23,69.7,111.0,0.419,0.319,0.559,53.5,51.4,9.3,8.9,0.522,15.3,35.2,0.298,,,,,,,,,,,,,,,
1754,5,Butler,Kansas State,1,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755,2,Kansas State,Butler,0,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1756,1,Duke,West Virginia,1,2010,0.875,25.21,66.5,115.7,0.379,0.329,0.549,54.4,52.9,10.0,9.8,0.505,13.3,40.3,0.287,,,,,,,,,,,,,,,
1757,2,West Virginia,Duke,0,2010,,,,,,,,,,,,,,,,0.875,25.21,66.5,115.7,0.379,0.329,0.549,54.4,52.9,10.0,9.8,0.505,13.3,40.3,0.287
1758,5,Butler,Michigan State,1,2010,,,,,,,,,,,,,,,,0.757,15.33,65.9,108.7,0.369,0.263,0.547,56.3,62.2,9.9,9.5,0.516,17.5,39.8,0.253
1759,5,Michigan State,Butler,0,2010,0.757,15.33,65.9,108.7,0.369,0.263,0.547,56.3,62.2,9.9,9.5,0.516,17.5,39.8,0.253,,,,,,,,,,,,,,,
1760,1,Duke,Butler,1,2010,0.875,25.21,66.5,115.7,0.379,0.329,0.549,54.4,52.9,10.0,9.8,0.505,13.3,40.3,0.287,,,,,,,,,,,,,,,
1761,5,Butler,Duke,0,2010,,,,,,,,,,,,,,,,0.875,25.21,66.5,115.7,0.379,0.329,0.549,54.4,52.9,10.0,9.8,0.505,13.3,40.3,0.287
1762,1,Pitt,ETSU,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1763,16,ETSU,Pitt,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1764,8,Oklahoma State,Tennessee,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1765,9,Tennessee,Oklahoma State,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1766,12,Wisconsin,Florida State,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1767,5,Florida State,Wisconsin,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1768,4,Xavier,Portland State,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1769,13,Portland State,Xavier,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1770,6,UCLA,VCU,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1771,11,VCU,UCLA,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1772,3,Villanova,American,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1773,14,American,Villanova,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1774,7,Texas,Minnesota,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1775,10,Minnesota,Texas,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1776,2,Duke,Binghamton,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1777,15,Binghamton,Duke,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1778,1,Pitt,Oklahoma State,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1779,8,Oklahoma State,Pitt,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1780,4,Xavier,Wisconsin,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1781,12,Wisconsin,Xavier,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1782,3,Villanova,UCLA,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1783,6,UCLA,Villanova,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1784,2,Duke,Texas,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1785,7,Texas,Duke,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1786,1,Pitt,Xavier,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1787,4,Xavier,Pitt,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1788,3,Villanova,Duke,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1789,2,Duke,Villanova,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1790,3,Villanova,Pitt,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,1,Pitt,Villanova,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1792,1,Louisville,Morehead State,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1793,16,Morehead State,Louisville,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1794,9,Siena,Ohio State,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1795,8,Ohio State,Siena,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1796,12,Arizona,Utah,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1797,5,Utah,Arizona,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1798,13,Cleveland State,Wake Forest,1,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1799,4,Wake Forest,Cleveland State,0,2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
